,online_order,book_table,rate,votes,rest_type,cuisines,cost,menu_item,type,city
5282,0,1,3.6,277,28,75,800.0,8778,2,5
5283,0,0,3.1,16,27,1984,1100.0,8778,2,5
5284,0,0,2.9,46,27,2498,550.0,8778,2,5
5285,0,0,3.700448817952717,0,93,2353,400.0,8778,2,5
5286,0,0,2.8,38,39,1834,500.0,8778,2,5
5287,0,0,3.700448817952717,0,39,1390,500.0,8778,2,5
5288,0,0,3.3,4,78,1761,300.0,8778,2,5
5289,0,0,3.4,7,78,2397,500.0,8778,2,5
5290,0,0,3.700448817952717,0,39,1521,900.0,8778,2,5
5291,0,0,3.700448817952717,0,92,443,250.0,8778,2,5
5292,0,0,3.700448817952717,0,39,388,400.0,8778,2,5
5293,0,0,4.1,121,27,1834,600.0,8778,2,5
5294,1,0,3.3,6,19,557,400.0,4592,2,5
5295,1,0,4.1,119,27,994,1000.0,3,2,5
5296,1,0,3.1,6,27,2494,600.0,5084,2,5
5297,1,0,3.700448817952717,0,78,2012,300.0,8778,2,5
5298,1,0,3.700448817952717,0,78,1761,350.0,8778,2,5
5299,1,0,3.700448817952717,0,39,2136,300.0,8778,2,5
5300,1,0,4.0,32,78,1425,300.0,8778,2,5
5301,1,0,3.700448817952717,0,78,410,200.0,8778,2,5
5302,1,0,3.0,96,92,1132,650.0,8778,2,5
5303,1,0,3.8,24,91,2381,200.0,8778,2,5
5304,1,0,3.6,118,27,792,500.0,2249,2,5
5305,1,0,3.9,158,27,955,1300.0,2527,2,5
5306,1,0,3.7,46,27,2381,1000.0,6075,2,5
5307,1,0,3.3,4,78,1761,200.0,8778,2,5
5308,1,0,3.1,7,78,1761,150.0,8778,2,5
5309,1,0,3.6,16,39,1761,300.0,8778,2,5
5310,1,1,3.8,203,27,1924,1200.0,8428,2,5
5311,1,0,3.700448817952717,0,78,2537,150.0,8778,2,5
5312,1,1,4.0,188,28,2065,1300.0,7797,2,5
5313,1,0,3.700448817952717,0,19,557,400.0,8778,2,5
5314,1,0,4.3,783,78,1761,300.0,8778,2,5
5315,1,0,3.2,5,78,2381,300.0,8778,2,5
5316,1,0,3.7,111,27,1834,550.0,8778,2,5
5317,1,0,3.8,170,78,2136,250.0,8778,2,5
5318,1,0,3.700448817952717,0,78,2421,300.0,8778,2,5
5319,1,0,3.6,79,78,2392,500.0,8778,2,5
5320,1,0,3.8,263,92,789,700.0,8778,2,5
5321,1,0,3.3,11,78,2540,200.0,6036,2,5
5322,0,1,4.4,2039,28,1408,1200.0,8778,2,5
5323,0,1,4.1,93,73,1024,1000.0,8778,2,5
5324,0,0,4.1,1543,73,1145,1200.0,8778,2,5
5325,0,0,3.9,234,10,1503,1000.0,8778,2,5
5326,1,0,3.9,84,10,1098,1500.0,8778,2,5
5327,1,0,3.700448817952717,0,78,443,300.0,8778,2,5
5328,1,0,3.6,24,78,2474,300.0,8778,2,5
5329,1,0,3.5,24,27,1834,450.0,8778,2,5
5330,1,0,3.700448817952717,0,78,429,300.0,8778,2,5
5331,1,0,3.700448817952717,0,78,1761,400.0,8778,2,5
5332,0,0,4.3,1348,27,470,550.0,8778,2,5
5333,0,1,4.1,473,27,1712,800.0,8778,2,5
5334,0,0,4.5,3569,19,564,900.0,8778,2,5
5335,1,1,4.4,691,29,10,1700.0,338,2,5
5336,0,1,4.3,518,27,1521,1400.0,8778,2,5
5337,0,0,4.3,1187,27,792,550.0,8778,2,5
5338,0,0,4.4,1896,40,1451,400.0,8778,2,5
5339,0,0,4.2,162,19,763,750.0,8778,2,5
5340,0,0,4.1,356,78,1802,400.0,8778,2,5
5341,0,0,4.3,788,22,710,900.0,8778,2,5
5342,0,0,3.9,80,78,792,500.0,8778,2,5
5343,0,0,4.1,765,27,2081,800.0,8778,2,5
5344,0,0,4.0,1443,43,1170,500.0,8778,2,5
5345,0,0,4.3,524,27,1758,800.0,8778,2,5
5346,0,0,4.3,183,40,1178,400.0,8778,2,5
5347,1,0,4.3,1133,19,687,800.0,8397,2,5
5348,0,0,4.0,101,78,1537,150.0,8778,2,5
5349,0,0,4.0,47,19,718,750.0,8778,2,5
5350,0,0,3.9,155,27,1883,600.0,8778,2,5
5351,0,0,3.9,52,92,263,1200.0,8778,2,5
5352,0,0,3.8,32,78,502,350.0,8778,2,5
5353,0,0,2.7,77,78,1888,500.0,8778,2,5
5354,0,0,3.1,21,27,2410,450.0,8778,2,5
5355,0,0,3.8,29,14,343,400.0,8778,2,5
5356,0,0,3.8,29,27,2392,400.0,8778,2,5
5357,0,0,4.0,53,78,1682,400.0,8778,2,5
5358,0,0,3.8,95,78,1215,500.0,8778,2,5
5359,0,0,3.4,14,0,254,200.0,8778,2,5
5360,0,0,3.9,134,27,1490,800.0,8778,2,5
5361,0,0,4.3,28,92,2236,600.0,8778,2,5
5362,0,0,3.3,6,27,2392,450.0,8778,2,5
5363,0,0,3.700448817952717,0,92,2288,150.0,8778,2,5
5364,0,0,3.3,5,78,2381,300.0,8778,2,5
5365,0,0,3.7,23,0,254,250.0,8778,2,5
5366,0,0,3.7,16,19,557,250.0,8778,2,5
5367,0,0,3.8,29,40,1153,200.0,8778,2,5
5368,0,0,3.3,9,78,388,300.0,8778,2,5
5369,0,0,3.0,31,27,1834,1000.0,8778,2,5
5370,0,1,3.9,156,27,2194,1100.0,8778,2,5
5371,0,0,3.700448817952717,0,78,443,250.0,8778,2,5
5372,0,0,4.0,209,27,868,500.0,8778,2,5
5373,0,0,4.2,221,40,1449,150.0,8778,2,5
5374,0,0,3.1,23,78,2543,300.0,8778,2,5
5375,0,0,3.700448817952717,0,78,1857,300.0,8778,2,5
5376,0,0,3.700448817952717,0,78,2012,300.0,8778,2,5
5377,0,0,3.700448817952717,0,40,1153,500.0,8778,2,5
5378,0,0,3.700448817952717,0,78,1951,300.0,8778,2,5
5379,0,0,3.700448817952717,0,78,1634,400.0,8778,2,5
5380,0,0,3.700448817952717,0,39,1153,450.0,8778,2,5
5381,0,0,3.700448817952717,0,78,2474,350.0,8778,2,5
5382,0,0,3.700448817952717,0,78,1802,300.0,8778,2,5
5383,0,0,3.700448817952717,0,78,1338,150.0,8778,2,5
5384,0,0,3.700448817952717,0,78,2152,400.0,8778,2,5
5385,0,0,3.3,13,27,1834,600.0,8778,2,5
5386,0,0,3.2,17,27,1747,550.0,8778,2,5
5387,0,0,3.3,4,78,1761,100.0,8778,2,5
5388,0,0,4.1,399,78,1798,300.0,8778,2,5
5389,0,0,3.700448817952717,0,6,263,400.0,8778,2,5
5390,0,0,3.700448817952717,0,78,388,250.0,8778,2,5
5391,0,0,3.700448817952717,0,78,2560,300.0,8778,2,5
5392,0,0,3.700448817952717,0,39,2050,400.0,8778,2,5
5393,0,0,3.700448817952717,0,92,2304,500.0,8778,2,5
5394,0,0,3.700448817952717,0,39,208,400.0,8778,2,5
5395,0,0,3.700448817952717,0,78,2019,600.0,8778,2,5
5396,0,0,3.700448817952717,0,92,178,300.0,8778,2,5
5397,0,0,3.700448817952717,0,78,1857,300.0,8778,2,5
5398,0,0,3.700448817952717,0,78,2417,350.0,8778,2,5
5399,0,0,3.700448817952717,0,92,894,500.0,8778,2,5
5400,0,0,3.2,4,27,95,600.0,8778,2,5
5401,0,0,3.8,25,41,1155,500.0,8778,2,5
5402,0,0,3.5,31,78,1752,350.0,8778,2,5
5403,0,0,3.6,18,14,343,200.0,8778,2,5
5404,0,0,3.700448817952717,0,78,1139,400.0,8778,2,5
5405,0,0,3.2,9,27,1761,450.0,8778,2,5
5406,0,0,3.6,7,26,685,200.0,8778,2,5
5407,0,0,3.700448817952717,0,78,443,150.0,8778,2,5
5408,0,0,3.4,10,78,1857,350.0,8778,2,5
5409,0,0,3.700448817952717,0,40,1153,250.0,8778,2,5
5410,0,0,3.1,6,78,443,250.0,8778,2,5
5411,0,0,3.700448817952717,0,78,2518,150.0,8778,2,5
5412,0,0,3.6,14,78,2381,250.0,8778,2,5
5413,0,0,3.7,15,58,1267,350.0,8778,2,5
5414,0,0,3.7,16,92,2136,300.0,8778,2,5
5415,0,0,3.8,33,39,263,350.0,8778,2,5
5416,0,0,3.0,31,3,1153,150.0,8778,2,5
5417,0,0,3.5,19,3,254,150.0,8778,2,5
5418,0,0,3.0,16,78,2211,150.0,8778,2,5
5419,0,0,3.700448817952717,0,78,1761,300.0,8778,2,5
5420,0,0,3.3,9,19,557,400.0,8778,2,5
5421,0,0,3.4,8,78,1834,350.0,8778,2,5
5422,0,0,3.8,41,78,330,100.0,8778,2,5
5423,0,0,3.4,27,78,2076,300.0,8778,2,5
5424,0,0,3.6,15,78,1761,350.0,8778,2,5
5425,0,0,3.700448817952717,0,78,792,500.0,8778,2,5
5426,0,0,3.700448817952717,0,78,1215,100.0,8778,2,5
5427,0,0,3.700448817952717,0,92,1722,600.0,8778,2,5
5428,0,0,3.700448817952717,0,92,263,350.0,8778,2,5
5429,0,0,3.700448817952717,0,78,2410,300.0,8778,2,5
5430,0,0,3.700448817952717,0,78,1834,300.0,8778,2,5
5431,1,0,3.700448817952717,0,92,695,200.0,8516,2,5
5432,0,0,3.3,5,0,254,350.0,8778,2,5
5433,1,0,3.2,5,78,1588,300.0,6233,2,5
5434,0,0,3.0,53,78,2489,250.0,8778,2,5
5435,1,0,3.4,33,27,1948,550.0,6760,2,5
5436,0,0,2.6,26,78,857,400.0,8778,2,5
5437,0,0,3.3,33,78,1345,300.0,8778,2,5
5438,1,0,2.8,142,6,263,300.0,8778,2,5
5439,1,0,3.700448817952717,0,78,1761,100.0,8778,2,5
5440,1,0,3.700448817952717,0,91,2381,300.0,8778,2,5
5441,1,0,3.700448817952717,0,40,1178,300.0,8778,2,5
5442,1,0,3.9,430,27,1740,550.0,8778,2,5
5443,1,0,3.2,13,78,2410,200.0,8778,2,5
5444,1,0,3.4,4,59,2579,150.0,8778,2,5
5445,1,0,3.6,31,27,2481,400.0,8778,2,5
5446,0,0,3.2,7,78,1834,200.0,8778,2,5
5447,1,0,3.2,4,78,2410,400.0,8778,2,5
5448,1,0,3.0,20,27,1581,400.0,8778,2,5
5449,1,0,3.6,32,27,2474,500.0,8778,2,5
5450,1,0,3.700448817952717,0,78,839,300.0,8778,2,5
5451,1,0,3.8,69,27,2469,500.0,4859,2,5
5452,1,0,3.2,31,78,1606,200.0,8778,2,5
5453,1,0,2.8,20,27,1834,550.0,8778,2,5
5454,1,0,3.700448817952717,0,78,1802,200.0,8778,2,5
5455,1,0,3.700448817952717,0,78,1857,300.0,8778,2,5
5456,1,0,3.700448817952717,0,78,1761,150.0,8778,2,5
5457,1,0,3.5,8,40,1178,200.0,8778,2,5
5458,1,0,3.7,23,78,463,500.0,8778,2,5
5459,1,0,3.700448817952717,0,78,1555,150.0,8778,2,5
5460,1,0,3.2,6,78,388,300.0,8778,2,5
5461,1,0,3.2,4,78,2381,200.0,8778,2,5
5462,1,0,3.1,9,78,2381,100.0,8778,2,5
5463,1,0,3.3,21,92,2474,300.0,8778,2,5
5464,0,0,3.8,33,27,1761,555.4315664479959,8778,2,5
5465,1,0,3.700448817952717,0,39,1852,600.0,8778,2,5
5466,1,0,3.2,6,39,792,300.0,8778,2,5
5467,1,0,3.700448817952717,0,27,2392,600.0,8778,2,5
5468,0,0,3.700448817952717,0,92,2469,555.4315664479959,8778,2,5
5469,1,0,3.5,140,27,1761,600.0,3265,2,5
5470,1,0,3.3,11,27,2012,400.0,8778,2,5
5471,1,1,3.8,198,27,1488,1600.0,8778,2,5
5472,1,1,3.8,91,27,2161,1800.0,1654,2,5
5473,1,1,4.3,1048,27,1487,1600.0,6739,2,5
5474,1,0,4.1,1079,82,533,550.0,52,3,5
5475,1,0,4.9,1746,40,1153,400.0,8778,3,5
5476,0,0,4.0,24,19,581,450.0,8778,3,5
5477,1,0,4.4,215,53,1159,450.0,4551,3,5
5478,0,0,3.6,23,0,254,200.0,8778,3,5
5479,1,0,3.9,64,79,1222,250.0,8778,3,5
5480,1,0,3.9,148,53,264,450.0,3433,3,5
5481,1,0,4.2,131,40,1449,180.0,602,3,5
5482,1,0,3.9,100,90,1699,400.0,4982,3,5
5483,0,0,3.0,14,16,1164,400.0,8778,3,5
5484,1,0,3.5,9,0,273,500.0,8778,3,5
5485,1,0,3.4,36,40,254,150.0,368,3,5
5486,1,0,3.7,24,40,1449,250.0,739,3,5
5487,0,0,3.8,26,40,1153,350.0,8778,3,5
5488,0,0,3.9,66,40,1449,200.0,8778,3,5
5489,1,0,3.0,40,40,1443,200.0,6994,3,5
5490,1,0,3.7,17,14,354,200.0,7478,3,5
5491,0,0,3.7,17,40,1153,150.0,8778,3,5
5492,0,0,3.700448817952717,0,92,1155,300.0,8778,3,5
5493,0,0,3.700448817952717,0,40,1442,400.0,8778,3,5
5494,0,0,3.700448817952717,0,6,273,300.0,8778,3,5
5495,0,0,3.700448817952717,0,40,1178,150.0,8778,3,5
5496,1,0,4.0,93,40,1153,300.0,1377,3,5
5497,0,1,4.1,473,27,1712,800.0,8778,3,5
5498,1,1,4.2,2840,29,1518,800.0,5592,3,5
5499,0,1,4.3,446,69,1704,2000.0,8778,3,5
5500,0,1,4.0,1703,19,626,1000.0,8778,3,5
5501,1,0,4.4,1087,2,261,600.0,1528,3,5
5502,0,0,4.4,1896,40,1451,400.0,8778,3,5
5503,0,0,4.5,232,40,1179,1250.0,8778,3,5
5504,0,0,4.3,521,2,2305,1400.0,8778,3,5
5505,0,0,3.6,221,78,2565,300.0,8778,3,5
5506,1,1,4.1,54,19,701,800.0,555,3,5
5507,1,0,4.1,41,40,1178,150.0,4543,3,5
5508,1,0,4.1,114,19,244,700.0,5582,3,5
5509,1,0,4.3,570,19,650,700.0,8515,3,5
5510,0,0,4.0,1443,43,1170,500.0,8778,3,5
5511,1,0,4.4,69,78,1178,300.0,5662,3,5
5512,0,0,4.3,183,40,1178,400.0,8778,3,5
5513,0,0,4.5,292,40,1449,400.0,8778,3,5
5514,0,1,4.1,117,27,998,2000.0,8778,3,5
5515,1,0,4.2,432,20,741,700.0,8778,3,5
5516,1,1,4.1,294,27,1386,1000.0,806,3,5
5517,1,0,4.2,115,20,578,500.0,8778,3,5
5518,0,0,4.0,97,40,254,400.0,8778,3,5
5519,0,0,3.6,52,6,273,300.0,8778,3,5
5520,1,0,4.0,78,80,1317,350.0,1176,3,5
5521,1,0,4.3,116,40,1178,400.0,7764,3,5
5522,1,0,4.2,231,3,285,300.0,5267,3,5
5523,0,0,4.0,79,40,1153,800.0,8778,3,5
5524,0,0,4.0,183,78,1699,400.0,8778,3,5
5525,1,0,4.0,85,46,694,400.0,8778,3,5
5526,0,0,3.5,19,38,1153,1000.0,8778,3,5
5527,1,0,3.5,10,40,1153,100.0,8778,3,5
5528,1,0,3.7,19,14,341,400.0,8778,3,5
5529,0,0,3.7,14,6,273,300.0,8778,3,5
5530,0,0,3.700448817952717,0,0,254,400.0,8778,3,5
5531,1,0,3.8,59,88,1301,300.0,8778,3,5
5532,0,0,3.4,14,0,254,200.0,8778,3,5
5533,1,0,3.5,33,6,263,400.0,8778,3,5
5534,0,0,4.0,100,40,1449,150.0,8778,3,5
5535,1,0,3.9,53,40,1153,600.0,8778,3,5
5536,0,0,3.9,34,88,1699,150.0,8778,3,5
5537,1,0,4.1,63,40,1153,900.0,8778,3,5
5538,1,0,3.9,61,14,339,150.0,8778,3,5
5539,0,0,3.7,23,0,254,250.0,8778,3,5
5540,1,0,4.0,68,40,1153,250.0,8778,3,5
5541,0,1,3.8,25,19,754,2200.0,8778,3,5
5542,0,0,3.6,37,78,2520,250.0,8778,3,5
5543,0,0,3.8,29,40,1153,200.0,8778,3,5
5544,1,0,3.7,29,0,263,300.0,6669,3,5
5545,0,0,3.4,5,6,256,250.0,8778,3,5
5546,1,0,3.700448817952717,0,5,263,600.0,8778,3,5
5547,0,0,3.6,15,0,254,100.0,8778,3,5
5548,1,0,4.0,122,17,343,400.0,8778,3,5
5549,1,0,2.9,46,6,271,400.0,8778,3,5
5550,1,0,3.5,14,78,1174,250.0,8778,3,5
5551,0,0,3.700448817952717,0,88,1686,200.0,8778,3,5
5552,0,0,4.2,221,40,1449,150.0,8778,3,5
5553,1,0,3.1,6,0,263,400.0,8778,3,5
5554,1,0,4.0,47,40,1159,300.0,8778,3,5
5555,1,0,3.5,17,40,1153,300.0,8778,3,5
5556,0,0,3.5,21,0,254,200.0,8778,3,5
5557,0,0,3.700448817952717,0,40,1153,500.0,8778,3,5
5558,0,0,3.700448817952717,0,90,1699,150.0,8778,3,5
5559,0,0,3.700448817952717,0,39,1153,450.0,8778,3,5
5560,1,0,3.700448817952717,0,40,1442,200.0,8778,3,5
5561,1,0,3.700448817952717,0,20,578,400.0,8778,3,5
5562,0,0,3.4,6,88,1699,150.0,8778,3,5
5563,0,0,3.7,17,40,1153,200.0,8778,3,5
5564,0,0,3.3,4,88,1687,300.0,8778,3,5
5565,0,0,3.700448817952717,0,78,2554,200.0,8778,3,5
5566,0,0,3.700448817952717,0,6,263,400.0,8778,3,5
5567,0,0,3.700448817952717,0,91,263,500.0,8778,3,5
5568,0,0,3.700448817952717,0,1,254,200.0,8778,3,5
5569,0,0,3.700448817952717,0,92,2304,500.0,8778,3,5
5570,1,0,3.700448817952717,0,40,1178,300.0,8778,3,5
5571,1,0,3.700448817952717,0,79,1274,150.0,8778,3,5
5572,0,0,3.8,25,41,1155,500.0,8778,3,5
5573,0,0,3.4,11,78,2565,150.0,8778,3,5
5574,0,0,3.5,10,40,254,100.0,8778,3,5
5575,0,0,3.5,6,40,254,500.0,8778,3,5
5576,0,0,3.700448817952717,0,38,1153,400.0,8778,3,5
5577,0,0,3.2,7,6,254,300.0,8778,3,5
5578,0,0,3.700448817952717,0,40,1153,250.0,8778,3,5
5579,0,0,3.8,33,39,263,350.0,8778,3,5
5580,0,0,3.0,31,3,1153,150.0,8778,3,5
5581,0,0,3.700448817952717,0,1,291,200.0,8778,3,5
5582,0,0,3.4,27,78,2076,300.0,8778,3,5
5583,0,0,3.700448817952717,0,0,256,300.0,8778,3,5
5584,0,0,3.2,6,88,1701,300.0,8778,3,5
5585,0,0,3.700448817952717,0,40,1449,450.0,8778,3,5
5586,0,0,3.700448817952717,0,19,680,1000.0,8778,3,5
5587,0,0,3.3,5,0,254,350.0,8778,3,5
5588,1,0,4.1,49,39,263,500.0,8778,3,5
5589,1,0,3.7,73,40,1159,350.0,8778,3,5
5590,0,0,3.9,49,40,254,600.0,8778,3,5
5591,1,0,4.1,125,29,1018,900.0,8778,3,5
5592,0,0,3.700448817952717,0,19,641,800.0,8778,3,5
5593,1,1,4.7,4657,75,2224,1300.0,576,3,5
5594,0,0,4.1,211,6,273,200.0,8778,3,5
5595,1,0,4.3,652,23,675,750.0,5942,3,5
5596,0,0,3.7,22,23,677,1100.0,8778,3,5
5597,1,0,4.1,33,40,1153,400.0,8778,3,5
5598,1,0,4.2,33,40,1174,300.0,3680,3,5
5599,1,0,3.5,8,40,1178,200.0,8778,3,5
5600,0,0,3.700448817952717,0,78,256,150.0,8778,3,5
5601,0,0,3.700448817952717,0,88,1686,300.0,8778,3,5
5602,0,0,3.5,19,3,254,150.0,8778,3,5
5603,0,0,3.5,10,19,778,800.0,8778,3,5
5604,1,1,4.3,61,27,2374,700.0,2127,4,5
5605,0,1,4.3,2651,10,1093,1300.0,8778,4,5
5606,0,1,4.4,1187,27,1621,1100.0,8778,4,5
5607,0,1,4.5,8375,77,23,2000.0,8778,4,5
5608,0,0,4.5,1573,28,2381,1500.0,8778,4,5
5609,0,1,4.4,256,69,205,1500.0,8778,4,5
5610,1,1,4.0,2103,36,826,2000.0,6357,4,5
5611,1,0,4.4,2090,27,2113,750.0,339,4,5
5612,0,1,4.2,240,73,41,1500.0,8778,4,5
5613,1,0,4.0,48,27,1527,1500.0,8758,4,5
5614,1,1,4.3,393,10,1361,1600.0,1190,4,5
5615,1,0,4.1,1117,27,17,1500.0,8491,4,5
5616,0,0,4.2,4422,33,15,1200.0,8778,4,5
5617,1,1,4.0,929,27,2274,800.0,8778,4,5
5618,0,1,4.1,548,76,1346,1100.0,8778,4,5
5619,0,0,4.0,949,73,1834,1100.0,8778,4,5
5620,1,0,4.0,1203,13,1023,2000.0,8778,4,5
5621,0,0,4.0,24,19,581,450.0,8778,4,5
5622,1,0,3.6,16,27,1657,800.0,8778,4,5
5623,0,0,4.2,618,19,601,500.0,8778,4,5
5624,1,0,3.9,387,27,2252,750.0,8778,4,5
5625,0,0,2.0,395,60,1346,1500.0,8778,4,5
5626,1,0,3.7,279,27,1945,800.0,8778,4,5
5627,1,0,3.5,12,27,1653,650.0,8778,4,5
5628,1,0,4.0,32,78,1425,300.0,8778,4,5
5629,1,0,4.2,127,27,2599,700.0,8778,4,5
5630,0,1,4.1,373,27,1761,650.0,8778,4,5
5631,1,0,3.8,72,19,570,650.0,8778,4,5
5632,1,0,2.9,50,78,2474,350.0,8778,4,5
5633,0,0,4.0,162,78,968,400.0,8778,4,5
5634,1,0,3.6,40,27,1565,500.0,8778,4,5
5635,0,0,2.8,133,27,2182,650.0,8778,4,5
5636,1,0,3.6,44,59,1761,300.0,8778,4,5
5637,1,0,3.700448817952717,0,27,966,600.0,8778,4,5
5638,1,1,4.0,1021,27,2080,700.0,8778,4,5
5639,0,0,3.9,122,27,1524,500.0,8778,4,5
5640,1,1,3.9,96,28,1750,1300.0,8778,4,5
5641,1,0,3.5,13,27,1089,600.0,8778,4,5
5642,0,1,3.9,36,27,1078,1500.0,8778,4,5
5643,0,1,3.9,105,27,909,1000.0,8778,4,5
5644,0,0,2.9,24,10,2185,1900.0,8778,4,5
5645,0,0,2.8,44,19,642,700.0,8778,4,5
5646,0,0,3.700448817952717,0,27,1761,700.0,8778,4,5
5647,0,0,3.7,125,27,956,600.0,8778,4,5
5648,1,0,3.4,4,59,2579,150.0,8778,4,5
5649,1,0,3.0,20,27,1581,400.0,8778,4,5
5650,1,0,2.8,20,27,1834,550.0,8778,4,5
5651,1,0,3.8,69,27,2469,500.0,8778,4,5
5652,1,0,3.2,7,19,557,600.0,8778,4,5
5653,1,0,3.0,17,19,685,900.0,8778,4,5
5654,0,0,3.6,10,27,1883,700.0,8778,4,5
5655,0,0,3.9,39,27,968,500.0,8778,4,5
5656,0,0,3.3,4,27,1235,1200.0,8778,4,5
5657,1,0,3.9,206,27,2262,800.0,8778,4,5
5658,1,0,3.3,11,27,2012,400.0,8778,4,5
5659,1,0,3.6,104,19,647,800.0,8778,4,5
5660,1,0,3.2,23,27,2360,700.0,8778,4,5
5661,1,0,4.1,1079,82,533,550.0,8778,4,5
5662,1,0,3.8,30,78,1680,600.0,8778,4,5
5663,1,0,3.8,191,78,535,450.0,8778,4,5
5664,1,0,3.8,18,78,829,200.0,8778,4,5
5665,1,0,3.9,64,79,1222,250.0,8778,4,5
5666,0,0,4.0,336,78,2617,300.0,8778,4,5
5667,1,0,3.7,123,57,868,400.0,8778,4,5
5668,0,0,3.6,7,78,1010,800.0,8778,4,5
5669,1,0,3.5,75,78,796,500.0,8778,4,5
5670,0,0,2.7,61,78,2309,600.0,8778,4,5
5671,0,0,3.5,15,53,63,900.0,8778,4,5
5672,1,0,3.2,31,78,1606,200.0,8778,4,5
5673,1,0,3.3,11,78,2540,200.0,8778,4,5
5674,1,0,3.7,184,78,535,500.0,7097,4,5
5675,1,0,4.2,93,78,2410,300.0,8778,4,5
5676,1,0,3.1,7,78,1215,500.0,8778,4,5
5677,1,0,3.3,18,78,2579,300.0,8778,4,5
5678,1,0,3.7,24,40,1449,250.0,8778,4,5
5679,0,0,3.700448817952717,0,78,839,300.0,8778,4,5
5680,0,0,3.700448817952717,0,78,383,200.0,8778,4,5
5681,0,0,3.700448817952717,0,78,2381,300.0,8778,4,5
5682,0,0,3.700448817952717,0,78,2320,300.0,8778,4,5
5683,1,0,3.1,7,78,1761,150.0,8778,4,5
5684,1,0,3.700448817952717,0,78,2285,250.0,8778,4,5
5685,0,0,3.700448817952717,0,78,1565,300.0,8778,4,5
5686,1,0,3.700448817952717,0,57,2239,400.0,4107,4,5
5687,0,0,3.5,45,78,1324,300.0,8778,4,5
5688,0,0,3.4,8,78,1761,450.0,8778,4,5
5689,0,0,3.700448817952717,0,78,850,400.0,8778,4,5
5690,0,0,3.6,8,78,1612,400.0,8778,4,5
5691,1,0,3.5,121,78,1335,300.0,8778,4,5
5692,0,0,3.0,10,53,2474,200.0,8778,4,5
5693,0,0,3.1,5,78,792,200.0,8778,4,5
5694,1,0,3.700448817952717,0,53,2518,400.0,3015,4,5
5695,1,0,3.5,89,53,536,600.0,2451,4,5
5696,1,0,3.1,28,53,2294,250.0,7200,4,5
5697,0,1,4.4,4575,60,224,1700.0,8778,4,5
5698,1,1,4.2,4732,27,1852,1500.0,8158,4,5
5699,0,1,4.5,2194,27,1672,1800.0,8778,4,5
5700,0,0,4.7,3894,69,1001,1500.0,8778,4,5
5701,1,1,4.3,3126,27,2136,1500.0,7777,4,5
5702,0,1,4.2,3116,60,977,2500.0,8778,4,5
5703,0,1,4.4,858,49,215,3000.0,8778,4,5
5704,0,1,4.4,2115,49,1996,2200.0,8778,4,5
5705,1,1,4.4,2229,51,1522,3000.0,8283,4,5
5706,0,0,4.3,1773,27,56,800.0,8778,4,5
5707,0,1,4.6,2339,49,800,2800.0,8778,4,5
5708,0,0,4.3,1348,27,470,550.0,8778,4,5
5709,0,0,4.6,2259,19,757,1100.0,8778,4,5
5710,1,1,4.0,1912,27,2608,2100.0,1351,4,5
5711,0,0,4.4,2392,32,1704,1500.0,8778,4,5
5712,0,0,4.6,979,49,2599,3000.0,8778,4,5
5713,0,1,4.5,5262,28,5,2500.0,8778,4,5
5714,0,1,4.5,674,49,1650,3500.0,8778,4,5
5715,1,1,4.6,1211,28,213,1700.0,8778,4,5
5716,0,1,4.2,2212,70,1061,1700.0,8778,4,5
5717,1,0,4.3,7544,60,43,1500.0,8778,4,5
5718,0,1,4.4,2039,28,1408,1200.0,8778,4,5
5719,1,1,4.4,1110,28,326,1200.0,8778,4,5
5720,1,1,4.4,3651,30,2235,1300.0,8778,4,5
5721,0,1,4.6,1082,27,1198,1500.0,8778,4,5
5722,0,0,4.3,606,76,1031,1300.0,8778,4,5
5723,0,1,4.3,149,49,21,2800.0,8778,4,5
5724,0,1,4.1,1327,28,1207,2100.0,8778,4,5
5725,1,1,4.3,2664,19,649,1200.0,4392,4,5
5726,0,1,4.1,473,27,1712,800.0,8778,4,5
5727,0,1,4.1,2044,27,2080,1600.0,8778,4,5
5728,1,1,4.3,3484,77,1000,1700.0,8778,4,5
5729,1,0,4.6,2490,27,1206,1600.0,8778,4,5
5730,0,1,4.3,755,52,2128,3000.0,8778,4,5
5731,0,1,4.2,167,27,2456,1000.0,8778,4,5
5732,0,1,4.2,1418,76,1027,1500.0,8778,4,5
5733,1,1,4.2,2840,29,1518,800.0,8778,4,5
5734,0,1,4.3,446,69,1704,2000.0,8778,4,5
5735,1,1,4.3,2040,27,2535,1500.0,8778,4,5
5736,0,0,3.9,2322,27,2476,700.0,8778,4,5
5737,0,0,4.3,1028,60,1684,1500.0,8778,4,5
5738,0,1,4.3,595,28,216,2500.0,8778,4,5
5739,1,1,4.2,2923,27,1473,1000.0,8778,4,5
5740,1,1,3.9,1361,49,1761,2100.0,3284,4,5
5741,1,1,4.4,484,10,1704,1900.0,8778,4,5
5742,1,1,4.5,1394,28,868,1700.0,8778,4,5
5743,0,1,4.3,666,27,1521,2000.0,8778,4,5
5744,0,1,4.6,1423,49,2529,2200.0,8778,4,5
5745,1,1,4.3,763,27,2277,1400.0,8778,4,5
5746,1,1,4.4,1867,27,1517,1500.0,8778,4,5
5747,1,0,4.3,2177,27,395,600.0,8778,4,5
5748,1,0,3.9,74,27,425,800.0,8778,4,5
